permit_type,permit_type_desc,permit_num,permit_class_mapped,permit_class,work_class,condominium,project_name,description,property_legal_description,applied_date,issued_date,day_issued,calendar_year_issued,fiscal_year_issued,issuance_method,status_current,status_date,expires_date,completed_date,original_address_1,original_city,original_state,original_zip,latitude,longitude,location
PP,Plumbing Permit,2018-199140 PP,Residential,Renovations/Remodel,Addition,No,108 CHICON ST,Permitting 3D printed structure for SXSW into an accessory structure with a 12 bathroom  Flatwork being removed to get impervious cover under 45,LOT 3 BLK 3 OLT 22 DIV O BURNS T,10/24/18,1/23/19,WEDNESDAY,2019,2019,Permit Center,Final,3/6/19,3/6/19,3/6/19,108 CHICON ST,EAST AUSTIN,TX,78702,30.25784244,-97.724547,"(30.25784244, -97.724547)"
EP,Electrical Permit,2018-199146 EP,Residential,Single Family Houses,New,No,3505 E 17TH ST,New 2story single family residence3 bedrooms 25 baths 2 car garage,LOT 2 BLK 1 OLT 23 DIV B SMITH DOLLIE SUBD,9/19/18,2/5/19,TUESDAY,2019,2019,Permit Center,Final,8/22/19,8/22/19,8/22/19,3505 E 17TH ST,EAST AUSTIN,TX,78721,30.28103785,-97.69587790000001,"(30.28103785, -97.6958779)"
MP,Mechanical Permit,2018-199146 MP,Residential,Single Family Houses,New,No,3505 E 17TH ST,New 2story single family residence3 bedrooms 25 baths 2 car garage,LOT 2 BLK 1 OLT 23 DIV B SMITH DOLLIE SUBD,9/19/18,3/28/19,THURSDAY,2019,2019,Permit Center,Final,10/4/19,10/4/19,10/4/19,3505 E 17TH ST,EAST AUSTIN,TX,78721,30.28103785,-97.69587790000001,"(30.28103785, -97.6958779)"
PP,Plumbing Permit,2018-199146 PP,Residential,Single Family Houses,New,No,3505 E 17TH ST,New 2story single family residence3 bedrooms 25 baths 2 car garage,LOT 2 BLK 1 OLT 23 DIV B SMITH DOLLIE SUBD,9/19/18,1/21/19,MONDAY,2019,2019,Permit Center,Final,10/4/19,10/4/19,10/4/19,3505 E 17TH ST,EAST AUSTIN,TX,78721,30.28103785,-97.69587790000001,"(30.28103785, -97.6958779)"
EP,Electrical Permit,2018-199147 EP,Residential,Residential,New,No,3505 E 17TH ST,New accessory structure1 bedroom 1 bath,LOT 2 BLK 1 OLT 23 DIV B SMITH DOLLIE SUBD,9/19/18,2/5/19,TUESDAY,2019,2019,Permit Center,Final,8/22/19,8/22/19,8/22/19,3505 E 17TH ST,EAST AUSTIN,TX,78721,30.28103785,-97.69587790000001,"(30.28103785, -97.6958779)"
MP,Mechanical Permit,2018-199147 MP,Residential,Residential,New,No,3505 E 17TH ST,New accessory structure1 bedroom 1 bath,LOT 2 BLK 1 OLT 23 DIV B SMITH DOLLIE SUBD,9/19/18,3/28/19,THURSDAY,2019,2019,Permit Center,Final,10/3/19,10/3/19,10/3/19,3505 E 17TH ST,EAST AUSTIN,TX,78721,30.28103785,-97.69587790000001,"(30.28103785, -97.6958779)"
PP,Plumbing Permit,2018-199147 PP,Residential,Residential,New,No,3505 E 17TH ST,New accessory structure1 bedroom 1 bath,LOT 2 BLK 1 OLT 23 DIV B SMITH DOLLIE SUBD,9/19/18,1/21/19,MONDAY,2019,2019,Permit Center,Final,10/3/19,10/3/19,10/3/19,3505 E 17TH ST,EAST AUSTIN,TX,78721,30.28103785,-97.69587790000001,"(30.28103785, -97.6958779)"
EP,Electrical Permit,2018-199148 EP,Residential,Residential,New,No,3505 E 17TH ST,New 2story secondary dwelling  2 bedrooms 25 baths 1 car garage,LOT 2 BLK 1 OLT 23 DIV B SMITH DOLLIE SUBD,9/19/18,2/5/19,TUESDAY,2019,2019,Permit Center,Final,8/22/19,8/22/19,8/22/19,3505 E 17TH ST,EAST AUSTIN,TX,78721,30.28103785,-97.69587790000001,"(30.28103785, -97.6958779)"
MP,Mechanical Permit,2018-199148 MP,Residential,Residential,New,No,3505 E 17TH ST,New 2story secondary dwelling  2 bedrooms 25 baths 1 car garage,LOT 2 BLK 1 OLT 23 DIV B SMITH DOLLIE SUBD,9/19/18,3/28/19,THURSDAY,2019,2019,Permit Center,Final,10/3/19,10/3/19,10/3/19,3505 E 17TH ST,EAST AUSTIN,TX,78721,30.28103785,-97.69587790000001,"(30.28103785, -97.6958779)"
PP,Plumbing Permit,2018-199148 PP,Residential,Residential,New,No,3505 E 17TH ST,New 2story secondary dwelling  2 bedrooms 25 baths 1 car garage,LOT 2 BLK 1 OLT 23 DIV B SMITH DOLLIE SUBD,9/19/18,1/21/19,MONDAY,2019,2019,Permit Center,Final,10/3/19,10/3/19,10/3/19,3505 E 17TH ST,EAST AUSTIN,TX,78721,30.28103785,-97.69587790000001,"(30.28103785, -97.6958779)"
BP,Building Permit,2018-199931 BP,Residential,Demolition,Demolition,No,1140 WEBBERVILLE RD,Total demolition of existing SFR,ABS 22 SUR 29 TANNEHILL J C ACR 73,9/21/18,1/9/19,WEDNESDAY,2019,2019,Permit Center,Withdrawn,10/21/19,1/9/21,10/21/19,1140 WEBBERVILLE RD,EAST AUSTIN,TX,78721,30.27668493,-97.68804939,"(30.27668493, -97.68804939)"
EP,Electrical Permit,2018-200078 EP,Residential,Residential,New,No,3003 KUHLMAN AVE,ACCESSORY USE TO PRIMARY 1 story 11 And attached unconditioned covered screened porch with an outdoor kitchen,LOT 9 BLK 4 OLT 12 DIV B LORRAINE HEIGHTS PLUS 12 ADJ VAC ALLEY,10/24/18,2/21/19,THURSDAY,2019,2019,Permit Center,Final,10/7/19,10/7/19,10/7/19,3003 KUHLMAN AVE,EAST AUSTIN,TX,78702,30.26752795,-97.70980513,"(30.26752795, -97.70980513)"
MP,Mechanical Permit,2018-200078 MP,Residential,Residential,New,No,3003 KUHLMAN AVE,ACCESSORY USE TO PRIMARY 1 story 11 And attached unconditioned covered screened porch with an outdoor kitchen,LOT 9 BLK 4 OLT 12 DIV B LORRAINE HEIGHTS PLUS 12 ADJ VAC ALLEY,10/24/18,7/15/19,MONDAY,2019,2019,Permit Center,Final,11/21/19,11/21/19,11/21/19,3003 KUHLMAN AVE,EAST AUSTIN,TX,78702,30.26752795,-97.70980513,"(30.26752795, -97.70980513)"
PP,Plumbing Permit,2018-200078 PP,Residential,Residential,New,No,3003 KUHLMAN AVE,ACCESSORY USE TO PRIMARY 1 story 11 And attached unconditioned covered screened porch with an outdoor kitchen,LOT 9 BLK 4 OLT 12 DIV B LORRAINE HEIGHTS PLUS 12 ADJ VAC ALLEY,10/24/18,1/3/19,THURSDAY,2019,2019,Permit Center,Final,11/27/19,11/27/19,11/27/19,3003 KUHLMAN AVE,EAST AUSTIN,TX,78702,30.26752795,-97.70980513,"(30.26752795, -97.70980513)"
EP,Electrical Permit,2018-200475 EP,Residential,Residential,New,No,3313 HEMLOCK AVE,New 493sqft inground swimming pool at SFROk to issue per RyanP,LOT 6 OLT 32 DIV C CHERRYWOOD ANNEX,3/1/17,1/28/19,MONDAY,2019,2019,Permit Center,Final,2/26/19,2/26/19,2/26/19,3313 HEMLOCK AVE,EAST AUSTIN,TX,78722,30.28833559,-97.71430079,"(30.28833559, -97.71430079)"
EP,Electrical Permit,2018-200494 EP,Residential,Renovations/Remodel,Addition and Remodel,No,1702 HASKELL ST,Addition of a Full Bathroom  attached Covered Wood Deck in rear of existing NonComplying 1 story SF Res,S85FT OF LOT 38 OLT 59 DIV O POPES SUBD,9/12/18,6/5/19,WEDNESDAY,2019,2019,Permit Center,Final,9/17/19,9/17/19,9/17/19,1702 HASKELL ST,EAST AUSTIN,TX,78702,30.25338568,-97.72827266,"(30.25338568, -97.72827266)"
PP,Plumbing Permit,2018-200494 PP,Residential,Renovations/Remodel,Addition and Remodel,No,1702 HASKELL ST,Addition of a Full Bathroom  attached Covered Wood Deck in rear of existing NonComplying 1 story SF Res,S85FT OF LOT 38 OLT 59 DIV O POPES SUBD,9/12/18,4/10/19,WEDNESDAY,2019,2019,Permit Center,Final,9/11/19,9/11/19,9/11/19,1702 HASKELL ST,EAST AUSTIN,TX,78702,30.25338568,-97.72827266,"(30.25338568, -97.72827266)"
MP,Mechanical Permit,2018-200723 MP,Residential,Single Family Houses,New,No,2202 SANTA RITA ST,New 2story SFR w attic and attached garage 43,LOT 15 BLK 2 OLT 9 DIV O BUENA VISTA,5/23/18,5/23/19,THURSDAY,2019,2019,Permit Center,Final,10/18/19,10/18/19,10/18/19,2202 SANTA RITA ST,EAST AUSTIN,TX,78702,30.25782394,-97.71945620000001,"(30.25782394, -97.7194562)"
PP,Plumbing Permit,2018-200477 PP,Residential,Renovations/Remodel,Addition and Remodel,No,2023 E 2ND ST,Partial Demo of Utility Room and Uncovered Wood Deck in rear Addition of a Utility Room Full Bathroom and Covered Wood Deck in rear of existing 1 story SF res,LOT 11 BLK 3 OLT 2324 DIV O FAIR GROUNDS ADDN,8/27/18,2/4/19,MONDAY,2019,2019,Permit Center,Final,5/20/19,5/20/19,5/20/19,2023 E 2ND ST,EAST AUSTIN,TX,78702,30.2569087,-97.72164484,"(30.2569087, -97.72164484)"
PP,Plumbing Permit,2018-200988 PP,Residential,Residential,Repair,No,1104 GARDNER CV,Austin Water Violation Plumbing Permit,LOT 6 BLK B JOHNSTON TERRACE SEC 5,11/27/18,2/8/19,FRIDAY,2019,2019,Permit Center,Final,2/12/19,2/12/19,2/12/19,1104 GARDNER CV,EAST AUSTIN,TX,78721,30.26182991,-97.68058620000001,"(30.26182991, -97.6805862)"
BP,Building Permit,2018-201088 BP,Residential,Single Family Houses,New,No,2941 E 14TH ST,Expedited Review New  335 2 story res with exempted attic and garage,LOT 21 OLT 29 DIV B CHERNOSKY NO 5,2/14/18,3/5/19,TUESDAY,2019,2019,Permit Center,Final,12/26/19,12/26/19,12/26/19,2941 E 14TH ST,EAST AUSTIN,TX,78702,30.27790395,-97.70559057,"(30.27790395, -97.70559057)"
BP,Building Permit,2018-201089 BP,Residential,Residential,New,No,2941 E 14TH ST  SECONDARY,Expedited Review New 22 2 story secondary apt with garage,LOT 21 OLT 29 DIV B CHERNOSKY NO 5,2/14/18,3/5/19,TUESDAY,2019,2019,Permit Center,Final,12/26/19,12/26/19,12/26/19,2941 E 14TH ST,EAST AUSTIN,TX,78702,30.27790395,-97.70559057,"(30.27790395, -97.70559057)"
EP,Electrical Permit,2018-201088 EP,Residential,Single Family Houses,New,No,2941 E 14TH ST,Expedited Review New  335 2 story res with exempted attic and garage,LOT 21 OLT 29 DIV B CHERNOSKY NO 5,2/14/18,3/13/19,WEDNESDAY,2019,2019,Permit Center,Final,11/15/19,11/15/19,11/15/19,2941 E 14TH ST,EAST AUSTIN,TX,78702,30.27790395,-97.70559057,"(30.27790395, -97.70559057)"
MP,Mechanical Permit,2018-201088 MP,Residential,Single Family Houses,New,No,2941 E 14TH ST,Expedited Review New  335 2 story res with exempted attic and garage,LOT 21 OLT 29 DIV B CHERNOSKY NO 5,2/14/18,5/31/19,FRIDAY,2019,2019,Permit Center,Final,12/20/19,12/20/19,12/20/19,2941 E 14TH ST,EAST AUSTIN,TX,78702,30.27790395,-97.70559057,"(30.27790395, -97.70559057)"
PP,Plumbing Permit,2018-201088 PP,Residential,Single Family Houses,New,No,2941 E 14TH ST,Expedited Review New  335 2 story res with exempted attic and garage,LOT 21 OLT 29 DIV B CHERNOSKY NO 5,2/14/18,3/19/19,TUESDAY,2019,2019,Permit Center,Final,12/26/19,12/26/19,12/26/19,2941 E 14TH ST,EAST AUSTIN,TX,78702,30.27790395,-97.70559057,"(30.27790395, -97.70559057)"
EP,Electrical Permit,2018-201089 EP,Residential,Residential,New,No,2941 E 14TH ST,Expedited Review New 22 2 story secondary apt with garage,LOT 21 OLT 29 DIV B CHERNOSKY NO 5,2/14/18,3/13/19,WEDNESDAY,2019,2019,Permit Center,Final,11/15/19,11/15/19,11/15/19,2941 E 14TH ST,EAST AUSTIN,TX,78702,30.27790395,-97.70559057,"(30.27790395, -97.70559057)"
MP,Mechanical Permit,2018-201089 MP,Residential,Residential,New,No,2941 E 14TH ST  SECONDARY,Expedited Review New 22 2 story secondary apt with garage,LOT 21 OLT 29 DIV B CHERNOSKY NO 5,2/14/18,5/31/19,FRIDAY,2019,2019,Permit Center,Final,12/20/19,12/20/19,12/20/19,2941 E 14TH ST,EAST AUSTIN,TX,78702,30.27790395,-97.70559057,"(30.27790395, -97.70559057)"
PP,Plumbing Permit,2018-201089 PP,Residential,Residential,New,No,2941 E 14TH ST  SECONDARY,Expedited Review New 22 2 story secondary apt with garage,LOT 21 OLT 29 DIV B CHERNOSKY NO 5,2/14/18,3/19/19,TUESDAY,2019,2019,Permit Center,Final,12/26/19,12/26/19,12/26/19,2941 E 14TH ST,EAST AUSTIN,TX,78702,30.27790395,-97.70559057,"(30.27790395, -97.70559057)"
EP,Electrical Permit,2018-201502 EP,Residential,Single Family Houses,New,No,1172 BEDFORD ST,New 2 story single family 1 car attached garage 33,LOT 11 BLK 1 OLT 13 DIV B WILSON S I,9/7/18,1/3/19,THURSDAY,2019,2019,Permit Center,Final,8/9/19,8/9/19,8/9/19,1172 BEDFORD ST,EAST AUSTIN,TX,78702,30.2732532,-97.70841374,"(30.2732532, -97.70841374)"
MP,Mechanical Permit,2018-201502 MP,Residential,Single Family Houses,New,No,1172 BEDFORD ST,New 2 story single family 1 car attached garage 33,LOT 11 BLK 1 OLT 13 DIV B WILSON S I,9/7/18,5/31/19,FRIDAY,2019,2019,Permit Center,Final,10/18/19,10/18/19,10/18/19,1172 BEDFORD ST,EAST AUSTIN,TX,78702,30.2732532,-97.70841374,"(30.2732532, -97.70841374)"
PP,Plumbing Permit,2018-201502 PP,Residential,Single Family Houses,New,No,1172 BEDFORD ST,New 2 story single family 1 car attached garage 33,LOT 11 BLK 1 OLT 13 DIV B WILSON S I,9/7/18,1/28/19,MONDAY,2019,2019,Permit Center,Final,10/18/19,10/18/19,10/18/19,1172 BEDFORD ST,EAST AUSTIN,TX,78702,30.2732532,-97.70841374,"(30.2732532, -97.70841374)"
EP,Electrical Permit,2018-201638 EP,Commercial,Commercial,Repair,No,2027 E CESAR CHAVEZ ST,Install subpanel and outlet for food truck run existing service from meter to food truckREFER 969712J,LOT 12 BLK N OLT 3738 DIV O DRIVING PARK ADDN,11/28/18,1/2/19,WEDNESDAY,2019,2019,Permit Center,Final,1/15/19,1/15/19,1/15/19,2027 E CESAR CHAVEZ ST,EAST AUSTIN,TX,78702,30.25620949,-97.72242411,"(30.25620949, -97.72242411)"
PP,Plumbing Permit,2018-201839 PP,Residential,Renovations/Remodel,Repair,No,508 VERMONT RD,replace windows remodel 2 bathrooms replace tubs new fixtures replace water and sewer lines and yards install tankless water heater repair siding as needed replace doorsAlso see permit 2019073284 for sewer line,60X170FT OLT 16 DIVISION A,11/28/18,5/23/19,THURSDAY,2019,2019,Permit Center,Final,6/12/19,6/12/19,6/12/19,508 VERMONT RD,EAST AUSTIN,TX,78702,30.25491809,-97.70365946,"(30.25491809, -97.70365946)"
EP,Electrical Permit,2018-202088 EP,Residential,Single Family Houses,New,No,2413 E 9TH ST,New Single Family home  3 bedrooms 3 baths 1 car garage,LOT 7 BLK 25 GRANDVIEW PLACE,9/7/18,3/7/19,THURSDAY,2019,2019,Permit Center,Final,9/26/19,9/26/19,9/26/19,2413 E 9TH ST,EAST AUSTIN,TX,78702,30.26453829,-97.71477842,"(30.26453829, -97.71477842)"
MP,Mechanical Permit,2018-202088 MP,Residential,Single Family Houses,New,No,2413 E 9TH ST,New Single Family home  3 bedrooms 3 baths 1 car garage,LOT 7 BLK 25 GRANDVIEW PLACE,9/7/18,5/31/19,FRIDAY,2019,2019,Permit Center,Final,12/5/19,12/5/19,12/5/19,2413 E 9TH ST,EAST AUSTIN,TX,78702,30.26453829,-97.71477842,"(30.26453829, -97.71477842)"
PP,Plumbing Permit,2018-202088 PP,Residential,Single Family Houses,New,No,2413 E 9TH ST,New Single Family home  3 bedrooms 3 baths 1 car garage,LOT 7 BLK 25 GRANDVIEW PLACE,9/7/18,2/25/19,MONDAY,2019,2019,Permit Center,Final,12/10/19,12/10/19,12/10/19,2413 E 9TH ST,EAST AUSTIN,TX,78702,30.26453829,-97.71477842,"(30.26453829, -97.71477842)"
EP,Electrical Permit,2018-202089 EP,Residential,Residential,New,No,2413 E 9TH ST,New secondary dwelling  2 bedrooms 25 baths 1 car garage,LOT 7 BLK 25 GRANDVIEW PLACE,9/7/18,3/7/19,THURSDAY,2019,2019,Permit Center,Final,9/26/19,9/26/19,9/26/19,2413 E 9TH ST,EAST AUSTIN,TX,78702,30.26453829,-97.71477842,"(30.26453829, -97.71477842)"
MP,Mechanical Permit,2018-202089 MP,Residential,Residential,New,No,2413 E 9TH ST,New secondary dwelling  2 bedrooms 25 baths 1 car garage,LOT 7 BLK 25 GRANDVIEW PLACE,9/7/18,5/31/19,FRIDAY,2019,2019,Permit Center,Final,12/6/19,12/6/19,12/6/19,2413 E 9TH ST,EAST AUSTIN,TX,78702,30.26453829,-97.71477842,"(30.26453829, -97.71477842)"
PP,Plumbing Permit,2018-202089 PP,Residential,Residential,New,No,2413 E 9TH ST,New secondary dwelling  2 bedrooms 25 baths 1 car garage,LOT 7 BLK 25 GRANDVIEW PLACE,9/7/18,2/25/19,MONDAY,2019,2019,Permit Center,Final,1/10/20,1/10/20,1/10/20,2413 E 9TH ST,EAST AUSTIN,TX,78702,30.26453829,-97.71477842,"(30.26453829, -97.71477842)"
MP,Mechanical Permit,2018-202268 MP,Residential,Renovations/Remodel,Addition and Remodel,No,3116 PRADO ST,PARTIAL DEMO Interior remodel Remodel includes new bathroom updated kitchen laundry closet new siding paint windows HVAC roof plumbing and electrical,LOT 11 BLK 4 OLT 2627 OLT 3233 DIV A CHERNOSKY NO 12,10/10/18,1/9/19,WEDNESDAY,2019,2019,Permit Center,Final,3/5/19,3/5/19,3/5/19,3116 PRADO ST,EAST AUSTIN,TX,78702,30.2608279,-97.70496542,"(30.2608279, -97.70496542)"
EP,Electrical Permit,2018-202498 EP,Residential,Single Family Houses,New,No,1174 BEDFORD ST,New 2 story SFR w attached garage and exterior stairs to roof deck 225,LOT 1112   S 20' OF LOT 13 BLK 1 OLT 13 DIV B WILSON S I,9/7/18,1/3/19,THURSDAY,2019,2019,Permit Center,Final,8/9/19,8/9/19,8/9/19,1174 BEDFORD ST,EAST AUSTIN,TX,78702,30.27336172,-97.70834108,"(30.27336172, -97.70834108)"
MP,Mechanical Permit,2018-202498 MP,Residential,Single Family Houses,New,No,1174 BEDFORD ST,New 2 story SFR w attached garage and exterior stairs to roof deck 225,LOT 1112   S 20' OF LOT 13 BLK 1 OLT 13 DIV B WILSON S I,9/7/18,5/31/19,FRIDAY,2019,2019,Permit Center,Final,10/16/19,10/16/19,10/16/19,1174 BEDFORD ST,EAST AUSTIN,TX,78702,30.27336172,-97.70834108,"(30.27336172, -97.70834108)"
PP,Plumbing Permit,2018-202498 PP,Residential,Single Family Houses,New,No,1174 BEDFORD ST,New 2 story SFR w attached garage and exterior stairs to roof deck 225,LOT 1112   S 20' OF LOT 13 BLK 1 OLT 13 DIV B WILSON S I,9/7/18,2/27/19,WEDNESDAY,2019,2019,Permit Center,Final,10/23/19,10/23/19,10/23/19,1174 BEDFORD ST,EAST AUSTIN,TX,78702,30.27336172,-97.70834108,"(30.27336172, -97.70834108)"
EP,Electrical Permit,2018-202499 EP,Residential,Residential,New,No,1174 BEDFORD ST  SECONDARY,New 2story secondary dwelling unit w attached carport and exterior stairs to roof deck 12,LOT 1112   S 20' OF LOT 13 BLK 1 OLT 13 DIV B WILSON S I,9/7/18,1/3/19,THURSDAY,2019,2019,Permit Center,Final,8/9/19,8/9/19,8/9/19,1174 BEDFORD ST,EAST AUSTIN,TX,78702,30.27336172,-97.70834108,"(30.27336172, -97.70834108)"
MP,Mechanical Permit,2018-202499 MP,Residential,Residential,New,No,1174 BEDFORD ST  SECONDARY,New 2story secondary dwelling unit w attached carport and exterior stairs to roof deck 12,LOT 1112   S 20' OF LOT 13 BLK 1 OLT 13 DIV B WILSON S I,9/7/18,5/31/19,FRIDAY,2019,2019,Permit Center,Final,10/16/19,10/16/19,10/16/19,1174 BEDFORD ST,EAST AUSTIN,TX,78702,30.27336172,-97.70834108,"(30.27336172, -97.70834108)"
PP,Plumbing Permit,2018-202499 PP,Residential,Residential,New,No,1174 BEDFORD ST  SECONDARY,New 2story secondary dwelling unit w attached carport and exterior stairs to roof deck 12,LOT 1112   S 20' OF LOT 13 BLK 1 OLT 13 DIV B WILSON S I,9/7/18,1/28/19,MONDAY,2019,2019,Permit Center,Final,10/29/19,10/29/19,10/29/19,1174 BEDFORD ST,EAST AUSTIN,TX,78702,30.27336172,-97.70834108,"(30.27336172, -97.70834108)"
BP,Building Permit,2018-202583 BP,Commercial,Commercial,Remodel,No,1023 SPRINGDALE RD BLDG 1 UNIT I,Tenant finishout to create food salesfood prep,LOT 1 BLK A 1023 SUBD,10/18/18,2/14/19,THURSDAY,2019,2019,Permit Center,Final,7/24/19,7/24/19,7/24/19,1023 SPRINGDALE RD BLDG 1 UNIT I,EAST AUSTIN,TX,78721,30.26766034,-97.69348674,"(30.26766034, -97.69348674)"
EP,Electrical Permit,2018-202583 EP,Commercial,Commercial,Remodel,No,1023 SPRINGDALE RD BLDG 1 UNIT I,Tenant finishout to create food salesfood prep,LOT 1 BLK A 1023 SUBD,10/18/18,2/21/19,THURSDAY,2019,2019,Permit Center,Final,7/9/19,7/9/19,7/9/19,1023 SPRINGDALE RD BLDG 1 UNIT I,EAST AUSTIN,TX,78721,30.26766034,-97.69348674,"(30.26766034, -97.69348674)"
MP,Mechanical Permit,2018-202583 MP,Commercial,Commercial,Remodel,No,1023 SPRINGDALE RD BLDG 1 UNIT I,Tenant finishout to create food salesfood prep,LOT 1 BLK A 1023 SUBD,10/18/18,2/26/19,TUESDAY,2019,2019,Permit Center,Final,7/9/19,7/9/19,7/9/19,1023 SPRINGDALE RD BLDG 1 UNIT I,EAST AUSTIN,TX,78721,30.26766034,-97.69348674,"(30.26766034, -97.69348674)"
PP,Plumbing Permit,2018-202583 PP,Commercial,Commercial,Remodel,No,1023 SPRINGDALE RD BLDG 1 UNIT I,Tenant finishout to create food salesfood prep,LOT 1 BLK A 1023 SUBD,10/18/18,2/27/19,WEDNESDAY,2019,2019,Permit Center,Final,7/11/19,7/11/19,7/11/19,1023 SPRINGDALE RD BLDG 1 UNIT I,EAST AUSTIN,TX,78721,30.26766034,-97.69348674,"(30.26766034, -97.69348674)"
BP,Building Permit,2018-202942 BP,Residential,Renovations/Remodel,Addition and Remodel,No,1708 E 40TH ST,renovating 224 sqft of existing interior adding dining room and office at rear of existing home new internal stair master bed and bath on 2nd level replace wood deckTREE PRECONSULT with Jim Gobel,W 3197FT AV LOT 18   E 3252FT AV LOT 19 BLK C WILLOW BROOK,11/2/18,3/11/19,MONDAY,2019,2019,Permit Center,Final,2/4/20,2/4/20,2/4/20,1708 E 40TH ST,EAST AUSTIN,TX,78722,30.29316837,-97.71109219,"(30.29316837, -97.71109219)"
EP,Electrical Permit,2018-202942 EP,Residential,Renovations/Remodel,Addition and Remodel,No,1708 E 40TH ST,renovating 224 sqft of existing interior adding dining room and office at rear of existing home new internal stair master bed and bath on 2nd level replace wood deckTREE PRECONSULT with Jim Gobel,W 3197FT AV LOT 18   E 3252FT AV LOT 19 BLK C WILLOW BROOK,11/2/18,7/15/19,MONDAY,2019,2019,Permit Center,Final,1/23/20,1/23/20,1/23/20,1708 E 40TH ST,EAST AUSTIN,TX,78722,30.29316837,-97.71109219,"(30.29316837, -97.71109219)"
